dataset,bin_start,bin_end,count
StereoMIS,0.960000,0.965000,1
StereoMIS,0.965000,0.970000,1
StereoMIS,0.970000,0.975000,4
StereoMIS,0.975000,0.980000,2
StereoMIS,0.980000,0.985000,1
StereoMIS,0.990000,0.995000,6
StereoMIS,0.995000,1.000000,2
StereoMIS,1.000000,1.005000,4
StereoMIS,1.005000,1.010000,1
StereoMIS,1.010000,1.015000,1
StereoMIS,1.015000,1.020000,3
StereoMIS,1.020000,1.025000,1
StereoMIS,1.025000,1.030000,1
StereoMIS,1.035000,1.040000,4
StereoMIS,1.040000,1.045000,1
StereoMIS,1.045000,1.050000,1
StereoMIS,1.050000,1.055000,2
StereoMIS,1.060000,1.065000,3
StereoMIS,1.070000,1.075000,3
StereoMIS,1.075000,1.080000,4
StereoMIS,1.080000,1.085000,3
StereoMIS,1.090000,1.095000,2
StereoMIS,1.100000,1.105000,4
StereoMIS,1.105000,1.110000,4
StereoMIS,1.110000,1.115000,2
StereoMIS,1.115000,1.120000,2
StereoMIS,1.120000,1.125000,1
StereoMIS,1.130000,1.135000,3
StereoMIS,1.135000,1.140000,2
StereoMIS,1.145000,1.150000,3
StereoMIS,1.155000,1.160000,3
StereoMIS,1.165000,1.170000,3
StereoMIS,1.170000,1.175000,3
StereoMIS,1.175000,1.180000,1
StereoMIS,1.180000,1.185000,1
StereoMIS,1.185000,1.190000,1
StereoMIS,1.190000,1.195000,1
StereoMIS,1.195000,1.200000,2
StereoMIS,1.205000,1.210000,3
StereoMIS,1.215000,1.220000,2
StereoMIS,1.220000,1.225000,2
StereoMIS,1.225000,1.230000,2
StereoMIS,1.235000,1.240000,1
StereoMIS,1.240000,1.245000,1
StereoMIS,1.245000,1.250000,1
StereoMIS,1.250000,1.255000,1
StereoMIS,1.260000,1.265000,1
StereoMIS,1.275000,1.280000,1
StereoMIS,1.280000,1.285000,1
StereoMIS,1.290000,1.295000,1
StereoMIS,1.300000,1.305000,2
StereoMIS,1.305000,1.310000,1
StereoMIS,1.310000,1.315000,1
StereoMIS,1.315000,1.320000,2
StereoMIS,1.320000,1.325000,2
StereoMIS,1.325000,1.330000,2
StereoMIS,1.330000,1.335000,3
StereoMIS,1.335000,1.340000,1
StereoMIS,1.350000,1.355000,1
StereoMIS,1.355000,1.360000,2
StereoMIS,1.360000,1.365000,1
StereoMIS,1.365000,1.370000,1
StereoMIS,1.370000,1.375000,3
StereoMIS,1.375000,1.380000,2
StereoMIS,1.380000,1.385000,2
StereoMIS,1.390000,1.395000,1
StereoMIS,1.400000,1.405000,5
StereoMIS,1.410000,1.415000,3
StereoMIS,1.415000,1.420000,1
StereoMIS,1.425000,1.430000,3
StereoMIS,1.430000,1.435000,2
StereoMIS,1.445000,1.450000,1
StereoMIS,1.450000,1.455000,1
StereoMIS,1.455000,1.460000,3
StereoMIS,1.460000,1.465000,1
StereoMIS,1.465000,1.470000,2
StereoMIS,1.475000,1.480000,1
StereoMIS,1.480000,1.485000,3
StereoMIS,1.485000,1.490000,1
StereoMIS,1.490000,1.495000,2
StereoMIS,1.495000,1.500000,1
StereoMIS,1.500000,1.505000,1
StereoMIS,1.505000,1.510000,3
StereoMIS,1.510000,1.515000,3
StereoMIS,1.515000,1.520000,1
StereoMIS,1.520000,1.525000,1
StereoMIS,1.530000,1.535000,2
StereoMIS,1.540000,1.545000,2
StereoMIS,1.550000,1.555000,2
StereoMIS,1.555000,1.560000,2
StereoMIS,1.565000,1.570000,1
StereoMIS,1.580000,1.585000,1
StereoMIS,1.590000,1.595000,1
StereoMIS,1.595000,1.600000,2
StereoMIS,1.600000,1.605000,3
StereoMIS,1.605000,1.610000,1
StereoMIS,1.615000,1.620000,2
StereoMIS,1.625000,1.630000,1
StereoMIS,1.630000,1.635000,2
StereoMIS,1.635000,1.640000,1
StereoMIS,1.640000,1.645000,1
StereoMIS,1.650000,1.655000,2
StereoMIS,1.655000,1.660000,2
StereoMIS,1.660000,1.665000,2
StereoMIS,1.685000,1.690000,2
StereoMIS,1.690000,1.695000,1
StereoMIS,1.695000,1.700000,1
StereoMIS,1.715000,1.720000,1
StereoMIS,1.725000,1.730000,1
StereoMIS,1.735000,1.740000,1
StereoMIS,1.745000,1.750000,1
StereoMIS,1.750000,1.755000,1
StereoMIS,1.770000,1.775000,2
StereoMIS,1.780000,1.785000,1
StereoMIS,1.785000,1.790000,1
StereoMIS,1.795000,1.800000,3
StereoMIS,1.800000,1.805000,2
StereoMIS,1.815000,1.820000,4
StereoMIS,1.820000,1.825000,1
StereoMIS,1.830000,1.835000,1
StereoMIS,1.835000,1.840000,1
StereoMIS,1.850000,1.855000,1
StereoMIS,1.860000,1.865000,3
StereoMIS,1.865000,1.870000,1
StereoMIS,1.870000,1.875000,2
StereoMIS,1.900000,1.905000,1
StereoMIS,1.925000,1.930000,1
StereoMIS,1.935000,1.940000,2
StereoMIS,1.940000,1.945000,3
StereoMIS,1.945000,1.950000,1
StereoMIS,1.950000,1.955000,1
StereoMIS,1.960000,1.965000,1
StereoMIS,1.970000,1.975000,1
StereoMIS,1.975000,1.980000,2
StereoMIS,1.980000,1.985000,3
StereoMIS,1.985000,1.990000,2
StereoMIS,1.990000,1.995000,4
StereoMIS,1.995000,2.000000,2
StereoMIS,2.000000,2.005000,472
dVPN,0.005000,0.010000,1398
dVPN,0.010000,0.015000,211268
dVPN,0.015000,0.020000,1091052
dVPN,0.020000,0.025000,1751927
dVPN,0.025000,0.030000,2974310
dVPN,0.030000,0.035000,4141391
dVPN,0.035000,0.040000,5698414
dVPN,0.040000,0.045000,8043381
dVPN,0.045000,0.050000,11504498
dVPN,0.050000,0.055000,15123993
dVPN,0.055000,0.060000,15430559
dVPN,0.060000,0.065000,13621371
dVPN,0.065000,0.070000,12220682
dVPN,0.070000,0.075000,10429761
dVPN,0.075000,0.080000,7699676
dVPN,0.080000,0.085000,6784288
dVPN,0.085000,0.090000,6049163
dVPN,0.090000,0.095000,5293307
dVPN,0.095000,0.100000,4488720
dVPN,0.100000,0.105000,3897809
dVPN,0.105000,0.110000,2962506
dVPN,0.110000,0.115000,1983222
dVPN,0.115000,0.120000,1208948
dVPN,0.120000,0.125000,914206
dVPN,0.125000,0.130000,717748
dVPN,0.130000,0.135000,620892
dVPN,0.135000,0.140000,592032
dVPN,0.140000,0.145000,513029
dVPN,0.145000,0.150000,444940
dVPN,0.150000,0.155000,382232
dVPN,0.155000,0.160000,169736
dVPN,0.160000,0.165000,30155
dVPN,0.165000,0.170000,630
hamlyn,0.005000,0.010000,139
hamlyn,0.010000,0.015000,37262
hamlyn,0.015000,0.020000,469644
hamlyn,0.020000,0.025000,1296818
hamlyn,0.025000,0.030000,2316166
hamlyn,0.030000,0.035000,1669718
hamlyn,0.035000,0.040000,4471310
hamlyn,0.040000,0.045000,8549307
hamlyn,0.045000,0.050000,12201609
hamlyn,0.050000,0.055000,11983977
hamlyn,0.055000,0.060000,10228651
hamlyn,0.060000,0.065000,8526705
hamlyn,0.065000,0.070000,5005149
hamlyn,0.070000,0.075000,5102526
hamlyn,0.075000,0.080000,6048338
hamlyn,0.080000,0.085000,3129759
hamlyn,0.085000,0.090000,2946365
hamlyn,0.090000,0.095000,4375414
hamlyn,0.095000,0.100000,2370553
hamlyn,0.100000,0.105000,2388348
hamlyn,0.105000,0.110000,1679555
hamlyn,0.110000,0.115000,1348919
hamlyn,0.115000,0.120000,909938
hamlyn,0.120000,0.125000,989224
hamlyn,0.125000,0.130000,1428406
hamlyn,0.130000,0.135000,553335
hamlyn,0.135000,0.140000,882466
hamlyn,0.140000,0.145000,619842
hamlyn,0.145000,0.150000,250256
hamlyn,0.150000,0.155000,204827
hamlyn,0.155000,0.160000,249956
hamlyn,0.160000,0.165000,56153
hamlyn,0.165000,0.170000,175222
hamlyn,0.170000,0.175000,127698
hamlyn,0.175000,0.180000,78894
hamlyn,0.180000,0.185000,28107
hamlyn,0.185000,0.190000,56239
hamlyn,0.190000,0.195000,10609
hamlyn,0.195000,0.200000,26616
hamlyn,0.200000,0.205000,9402
hamlyn,0.205000,0.210000,13495
hamlyn,0.210000,0.215000,4563
hamlyn,0.215000,0.220000,13263
hamlyn,0.220000,0.225000,2670
hamlyn,0.225000,0.230000,4846
hamlyn,0.230000,0.235000,3829
hamlyn,0.235000,0.240000,2370
hamlyn,0.240000,0.245000,7806
hamlyn,0.245000,0.250000,1995
hamlyn,0.250000,0.255000,2106
hamlyn,0.255000,0.260000,4130
hamlyn,0.260000,0.265000,2806
hamlyn,0.265000,0.270000,1210
hamlyn,0.270000,0.275000,4305
hamlyn,0.275000,0.280000,3717
hamlyn,0.280000,0.285000,1585
hamlyn,0.285000,0.290000,1443
hamlyn,0.290000,0.295000,4155
hamlyn,0.295000,0.300000,878
hamlyn,0.300000,0.305000,201
