dataset,bin_label,bin_start,bin_end,count,total_count,nan_count,negative_count
EndoVis2018/EndoVis2018_ISINet_tool,0.154-0.155,0.154,0.155,1212678,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.155-0.156,0.155,0.156,1190192,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.156-0.157,0.156,0.157,1171074,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.157-0.158,0.157,0.158,1149637,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.158-0.159,0.158,0.159,1127444,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.159-0.160,0.159,0.16,1116487,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.160-0.161,0.16,0.161,1105269,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.161-0.162,0.161,0.162,1083282,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.162-0.163,0.162,0.163,1066615,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.163-0.164,0.163,0.164,1050419,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.164-0.165,0.164,0.165,1038611,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.165-0.166,0.165,0.166,1022855,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.166-0.167,0.166,0.167,1011603,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.167-0.168,0.167,0.168,999457,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.168-0.169,0.168,0.169,979129,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.169-0.170,0.169,0.17,963406,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.170-0.171,0.17,0.171,952580,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.171-0.172,0.171,0.17200000000000001,942084,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.172-0.173,0.17200000000000001,0.17300000000000001,933694,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.173-0.174,0.17300000000000001,0.17400000000000002,925571,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.174-0.175,0.17400000000000002,0.17500000000000002,914539,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.175-0.176,0.17500000000000002,0.176,903854,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.176-0.177,0.176,0.177,895718,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.177-0.178,0.177,0.178,888165,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.178-0.179,0.178,0.179,881731,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.179-0.180,0.179,0.18,870917,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.180-0.181,0.18,0.181,857476,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.181-0.182,0.181,0.182,844477,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.182-0.183,0.182,0.183,832310,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.183-0.184,0.183,0.184,822200,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.184-0.185,0.184,0.185,812759,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.185-0.186,0.185,0.186,802830,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.186-0.187,0.186,0.187,797816,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.187-0.188,0.187,0.188,793482,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.188-0.189,0.188,0.189,785222,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.189-0.190,0.189,0.19,774855,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.190-0.191,0.19,0.191,770381,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.191-0.192,0.191,0.192,761786,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.192-0.193,0.192,0.193,756383,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.193-0.194,0.193,0.194,751339,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.194-0.195,0.194,0.195,749638,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.195-0.196,0.195,0.196,744784,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.196-0.197,0.196,0.197,741014,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.197-0.198,0.197,0.198,734200,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.198-0.199,0.198,0.199,726944,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.199-0.200,0.199,0.2,720548,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.200-0.201,0.2,0.201,714844,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.201-0.202,0.201,0.202,713395,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.202-0.203,0.202,0.203,715267,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.203-0.204,0.203,0.20400000000000001,708018,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.204-0.205,0.20400000000000001,0.20500000000000002,705439,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.205-0.206,0.20500000000000002,0.20600000000000002,705799,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.206-0.207,0.20600000000000002,0.20700000000000002,701274,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.207-0.208,0.20700000000000002,0.20800000000000002,700172,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.208-0.209,0.20800000000000002,0.209,703340,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.209-0.210,0.209,0.21,723398,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.210-0.211,0.21,0.211,732107,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.211-0.212,0.211,0.212,729319,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.212-0.213,0.212,0.213,727546,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.213-0.214,0.213,0.214,728737,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.214-0.215,0.214,0.215,720991,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.215-0.216,0.215,0.216,728816,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.216-0.217,0.216,0.217,720819,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.217-0.218,0.217,0.218,707394,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.218-0.219,0.218,0.219,695420,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.219-0.220,0.219,0.22,684558,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.220-0.221,0.22,0.221,677199,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.221-0.222,0.221,0.222,668083,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.222-0.223,0.222,0.223,657639,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.223-0.224,0.223,0.224,650307,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.224-0.225,0.224,0.225,637021,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.225-0.226,0.225,0.226,628982,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.226-0.227,0.226,0.227,620426,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.227-0.228,0.227,0.228,610960,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.228-0.229,0.228,0.229,603085,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.229-0.230,0.229,0.23,596656,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.230-0.231,0.23,0.231,591858,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.231-0.232,0.231,0.232,584041,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.232-0.233,0.232,0.233,577776,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.233-0.234,0.233,0.234,573289,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.234-0.235,0.234,0.23500000000000001,567847,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.235-0.236,0.23500000000000001,0.23600000000000002,559075,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.236-0.237,0.23600000000000002,0.23700000000000002,553415,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.237-0.238,0.23700000000000002,0.23800000000000002,548955,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.238-0.239,0.23800000000000002,0.23900000000000002,546852,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.239-0.240,0.23900000000000002,0.24,543386,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.240-0.241,0.24,0.241,539583,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.241-0.242,0.241,0.242,536358,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.242-0.243,0.242,0.243,534038,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.243-0.244,0.243,0.244,532100,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.244-0.245,0.244,0.245,527430,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.245-0.246,0.245,0.246,523445,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.246-0.247,0.246,0.247,520772,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.247-0.248,0.247,0.248,516933,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.248-0.249,0.248,0.249,518587,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.249-0.250,0.249,0.25,515885,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.250-0.251,0.25,0.251,514684,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.251-0.252,0.251,0.252,510715,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.252-0.253,0.252,0.253,508567,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.253-0.254,0.253,0.254,505335,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.254-0.255,0.254,0.255,503075,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.255-0.256,0.255,0.256,503371,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.256-0.257,0.256,0.257,502957,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.257-0.258,0.257,0.258,499653,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.258-0.259,0.258,0.259,498126,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.259-0.260,0.259,0.26,497348,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.260-0.261,0.26,0.261,496267,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.261-0.262,0.261,0.262,495412,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.262-0.263,0.262,0.263,494748,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.263-0.264,0.263,0.264,493915,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.264-0.265,0.264,0.265,492850,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.265-0.266,0.265,0.266,492652,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.266-0.267,0.266,0.267,491600,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.267-0.268,0.267,0.268,488542,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.268-0.269,0.268,0.269,487823,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.269-0.270,0.269,0.27,488087,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.270-0.271,0.27,0.271,488263,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.271-0.272,0.271,0.272,486796,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.272-0.273,0.272,0.273,485509,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.273-0.274,0.273,0.274,483433,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.274-0.275,0.274,0.275,483564,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.275-0.276,0.275,0.276,482121,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.276-0.277,0.276,0.277,481228,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.277-0.278,0.277,0.278,481055,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.278-0.279,0.278,0.279,476701,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.279-0.280,0.279,0.28,474335,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.280-0.281,0.28,0.281,473304,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.281-0.282,0.281,0.28200000000000003,472965,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.282-0.283,0.28200000000000003,0.28300000000000003,470369,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.283-0.284,0.28300000000000003,0.28400000000000003,467665,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.284-0.285,0.28400000000000003,0.28500000000000003,465507,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.285-0.286,0.28500000000000003,0.28600000000000003,463742,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.286-0.287,0.28600000000000003,0.28700000000000003,461571,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.287-0.288,0.28700000000000003,0.28800000000000003,458721,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.288-0.289,0.28800000000000003,0.289,455246,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.289-0.290,0.289,0.29,453706,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.290-0.291,0.29,0.291,451487,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.291-0.292,0.291,0.292,450545,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.292-0.293,0.292,0.293,448357,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.293-0.294,0.293,0.294,448186,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.294-0.295,0.294,0.295,446770,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.295-0.296,0.295,0.296,445468,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.296-0.297,0.296,0.297,445869,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.297-0.298,0.297,0.298,445687,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.298-0.299,0.298,0.299,441430,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,0.299-0.300,0.299,0.3,439347,1209175676,0,0
EndoVis2018/EndoVis2018_ISINet_tool,>=0.300,0.3,,150576142,1209175676,0,0
LS:1,zero,0.0,0.0,84946,31953348,0,0
LS:1,0.008-0.009,0.008,0.009000000000000001,20,31953348,0,0
LS:1,0.009-0.010,0.009000000000000001,0.01,2621,31953348,0,0
LS:1,0.010-0.011,0.01,0.011,4208,31953348,0,0
LS:1,0.011-0.012,0.011,0.012,3298,31953348,0,0
LS:1,0.012-0.013,0.012,0.013000000000000001,2515,31953348,0,0
LS:1,0.013-0.014,0.013000000000000001,0.014,2283,31953348,0,0
LS:1,0.014-0.015,0.014,0.015,9193,31953348,0,0
LS:1,0.015-0.016,0.015,0.016,19319,31953348,0,0
LS:1,0.016-0.017,0.016,0.017,16206,31953348,0,0
LS:1,0.017-0.018,0.017,0.018000000000000002,17979,31953348,0,0
LS:1,0.018-0.019,0.018000000000000002,0.019,23161,31953348,0,0
LS:1,0.019-0.020,0.019,0.02,35671,31953348,0,0
LS:1,0.020-0.021,0.02,0.021,38533,31953348,0,0
LS:1,0.021-0.022,0.021,0.022,46289,31953348,0,0
LS:1,0.022-0.023,0.022,0.023,55185,31953348,0,0
LS:1,0.023-0.024,0.023,0.024,64701,31953348,0,0
LS:1,0.024-0.025,0.024,0.025,82015,31953348,0,0
LS:1,0.025-0.026,0.025,0.026000000000000002,518683,31953348,0,0
LS:1,0.026-0.027,0.026000000000000002,0.027,1322880,31953348,0,0
LS:1,0.027-0.028,0.027,0.028,2464342,31953348,0,0
LS:1,0.028-0.029,0.028,0.029,3581805,31953348,0,0
LS:1,0.029-0.030,0.029,0.03,3289888,31953348,0,0
LS:1,0.030-0.031,0.03,0.031,2783188,31953348,0,0
LS:1,0.031-0.032,0.031,0.032,1937819,31953348,0,0
LS:1,0.032-0.033,0.032,0.033,1388589,31953348,0,0
LS:1,0.033-0.034,0.033,0.034,979487,31953348,0,0
LS:1,0.034-0.035,0.034,0.035,812944,31953348,0,0
LS:1,0.035-0.036,0.035,0.036000000000000004,729866,31953348,0,0
LS:1,0.036-0.037,0.036000000000000004,0.037,762081,31953348,0,0
LS:1,0.037-0.038,0.037,0.038,677537,31953348,0,0
LS:1,0.038-0.039,0.038,0.039,660497,31953348,0,0
LS:1,0.039-0.040,0.039,0.04,680661,31953348,0,0
LS:1,0.040-0.041,0.04,0.041,659534,31953348,0,0
LS:1,0.041-0.042,0.041,0.042,627182,31953348,0,0
LS:1,0.042-0.043,0.042,0.043000000000000003,492849,31953348,0,0
LS:1,0.043-0.044,0.043000000000000003,0.044,459191,31953348,0,0
LS:1,0.044-0.045,0.044,0.045,462193,31953348,0,0
LS:1,0.045-0.046,0.045,0.046,442787,31953348,0,0
LS:1,0.046-0.047,0.046,0.047,405642,31953348,0,0
LS:1,0.047-0.048,0.047,0.048,370191,31953348,0,0
LS:1,0.048-0.049,0.048,0.049,361144,31953348,0,0
LS:1,0.049-0.050,0.049,0.05,312229,31953348,0,0
LS:1,0.050-0.051,0.05,0.051000000000000004,300494,31953348,0,0
LS:1,0.051-0.052,0.051000000000000004,0.052000000000000005,277539,31953348,0,0
LS:1,0.052-0.053,0.052000000000000005,0.053,263014,31953348,0,0
LS:1,0.053-0.054,0.053,0.054,257702,31953348,0,0
LS:1,0.054-0.055,0.054,0.055,259557,31953348,0,0
LS:1,0.055-0.056,0.055,0.056,245259,31953348,0,0
LS:1,0.056-0.057,0.056,0.057,217211,31953348,0,0
LS:1,0.057-0.058,0.057,0.058,194301,31953348,0,0
LS:1,0.058-0.059,0.058,0.059000000000000004,176602,31953348,0,0
LS:1,0.059-0.060,0.059000000000000004,0.06,160605,31953348,0,0
LS:1,0.060-0.061,0.06,0.061,147517,31953348,0,0
LS:1,0.061-0.062,0.061,0.062,137386,31953348,0,0
LS:1,0.062-0.063,0.062,0.063,130993,31953348,0,0
LS:1,0.063-0.064,0.063,0.064,119648,31953348,0,0
LS:1,0.064-0.065,0.064,0.065,102468,31953348,0,0
LS:1,0.065-0.066,0.065,0.066,95536,31953348,0,0
LS:1,0.066-0.067,0.066,0.067,95054,31953348,0,0
LS:1,0.067-0.068,0.067,0.068,86991,31953348,0,0
LS:1,0.068-0.069,0.068,0.069,82600,31953348,0,0
LS:1,0.069-0.070,0.069,0.07,74729,31953348,0,0
LS:1,0.070-0.071,0.07,0.07100000000000001,71379,31953348,0,0
LS:1,0.071-0.072,0.07100000000000001,0.07200000000000001,71043,31953348,0,0
LS:1,0.072-0.073,0.07200000000000001,0.073,65160,31953348,0,0
LS:1,0.073-0.074,0.073,0.074,58323,31953348,0,0
LS:1,0.074-0.075,0.074,0.075,55534,31953348,0,0
LS:1,0.075-0.076,0.075,0.076,52245,31953348,0,0
LS:1,0.076-0.077,0.076,0.077,45370,31953348,0,0
LS:1,0.077-0.078,0.077,0.078,44708,31953348,0,0
LS:1,0.078-0.079,0.078,0.079,42114,31953348,0,0
LS:1,0.079-0.080,0.079,0.08,37757,31953348,0,0
LS:1,0.080-0.081,0.08,0.081,33028,31953348,0,0
LS:1,0.081-0.082,0.081,0.082,27164,31953348,0,0
LS:1,0.082-0.083,0.082,0.083,23504,31953348,0,0
LS:1,0.083-0.084,0.083,0.084,21297,31953348,0,0
LS:1,0.084-0.085,0.084,0.085,17444,31953348,0,0
LS:1,0.085-0.086,0.085,0.08600000000000001,15022,31953348,0,0
LS:1,0.086-0.087,0.08600000000000001,0.08700000000000001,14061,31953348,0,0
LS:1,0.087-0.088,0.08700000000000001,0.088,13858,31953348,0,0
LS:1,0.088-0.089,0.088,0.089,10828,31953348,0,0
LS:1,0.089-0.090,0.089,0.09,9798,31953348,0,0
LS:1,0.090-0.091,0.09,0.091,9917,31953348,0,0
LS:1,0.091-0.092,0.091,0.092,8204,31953348,0,0
LS:1,0.092-0.093,0.092,0.093,7088,31953348,0,0
LS:1,0.093-0.094,0.093,0.094,5970,31953348,0,0
LS:1,0.094-0.095,0.094,0.095,5544,31953348,0,0
LS:1,0.095-0.096,0.095,0.096,4903,31953348,0,0
LS:1,0.096-0.097,0.096,0.097,4539,31953348,0,0
LS:1,0.097-0.098,0.097,0.098,4120,31953348,0,0
LS:1,0.098-0.099,0.098,0.099,3230,31953348,0,0
LS:1,0.099-0.100,0.099,0.1,2882,31953348,0,0
LS:1,0.100-0.101,0.1,0.101,2533,31953348,0,0
LS:1,0.101-0.102,0.101,0.10200000000000001,2329,31953348,0,0
LS:1,0.102-0.103,0.10200000000000001,0.10300000000000001,2151,31953348,0,0
LS:1,0.103-0.104,0.10300000000000001,0.10400000000000001,2118,31953348,0,0
LS:1,0.104-0.105,0.10400000000000001,0.105,1890,31953348,0,0
LS:1,0.105-0.106,0.105,0.106,1852,31953348,0,0
LS:1,0.106-0.107,0.106,0.107,1896,31953348,0,0
LS:1,0.107-0.108,0.107,0.108,1531,31953348,0,0
LS:1,0.108-0.109,0.108,0.109,1206,31953348,0,0
LS:1,0.109-0.110,0.109,0.11,1095,31953348,0,0
LS:1,0.110-0.111,0.11,0.111,1043,31953348,0,0
LS:1,0.111-0.112,0.111,0.112,964,31953348,0,0
LS:1,0.112-0.113,0.112,0.113,919,31953348,0,0
LS:1,0.113-0.114,0.113,0.114,833,31953348,0,0
LS:1,0.114-0.115,0.114,0.115,810,31953348,0,0
LS:1,0.115-0.116,0.115,0.116,782,31953348,0,0
LS:1,0.116-0.117,0.116,0.117,725,31953348,0,0
LS:1,0.117-0.118,0.117,0.11800000000000001,712,31953348,0,0
LS:1,0.118-0.119,0.11800000000000001,0.11900000000000001,715,31953348,0,0
LS:1,0.119-0.120,0.11900000000000001,0.12,690,31953348,0,0
LS:1,0.120-0.121,0.12,0.121,679,31953348,0,0
LS:1,0.121-0.122,0.121,0.122,667,31953348,0,0
LS:1,0.122-0.123,0.122,0.123,634,31953348,0,0
LS:1,0.123-0.124,0.123,0.124,615,31953348,0,0
LS:1,0.124-0.125,0.124,0.125,622,31953348,0,0
LS:1,0.125-0.126,0.125,0.126,747,31953348,0,0
LS:1,0.126-0.127,0.126,0.127,544,31953348,0,0
LS:1,0.127-0.128,0.127,0.128,459,31953348,0,0
LS:1,0.128-0.129,0.128,0.129,441,31953348,0,0
LS:1,0.129-0.130,0.129,0.13,431,31953348,0,0
LS:1,0.130-0.131,0.13,0.131,445,31953348,0,0
LS:1,0.131-0.132,0.131,0.132,436,31953348,0,0
LS:1,0.132-0.133,0.132,0.133,460,31953348,0,0
LS:1,0.133-0.134,0.133,0.134,421,31953348,0,0
LS:1,0.134-0.135,0.134,0.135,369,31953348,0,0
LS:1,0.135-0.136,0.135,0.136,329,31953348,0,0
LS:1,0.136-0.137,0.136,0.137,334,31953348,0,0
LS:1,0.137-0.138,0.137,0.138,310,31953348,0,0
LS:1,0.138-0.139,0.138,0.139,309,31953348,0,0
LS:1,0.139-0.140,0.139,0.14,288,31953348,0,0
LS:1,0.140-0.141,0.14,0.14100000000000001,285,31953348,0,0
LS:1,0.141-0.142,0.14100000000000001,0.14200000000000002,301,31953348,0,0
LS:1,0.142-0.143,0.14200000000000002,0.14300000000000002,281,31953348,0,0
LS:1,0.143-0.144,0.14300000000000002,0.14400000000000002,279,31953348,0,0
LS:1,0.144-0.145,0.14400000000000002,0.145,267,31953348,0,0
LS:1,0.145-0.146,0.145,0.146,249,31953348,0,0
LS:1,0.146-0.147,0.146,0.147,264,31953348,0,0
LS:1,0.147-0.148,0.147,0.148,276,31953348,0,0
LS:1,0.148-0.149,0.148,0.149,257,31953348,0,0
LS:1,0.149-0.150,0.149,0.15,249,31953348,0,0
LS:1,0.150-0.151,0.15,0.151,249,31953348,0,0
LS:1,0.151-0.152,0.151,0.152,276,31953348,0,0
LS:1,0.152-0.153,0.152,0.153,251,31953348,0,0
LS:1,0.153-0.154,0.153,0.154,254,31953348,0,0
LS:1,0.154-0.155,0.154,0.155,259,31953348,0,0
LS:1,0.155-0.156,0.155,0.156,238,31953348,0,0
LS:1,0.156-0.157,0.156,0.157,230,31953348,0,0
LS:1,0.157-0.158,0.157,0.158,218,31953348,0,0
LS:1,0.158-0.159,0.158,0.159,209,31953348,0,0
LS:1,0.159-0.160,0.159,0.16,217,31953348,0,0
LS:1,0.160-0.161,0.16,0.161,217,31953348,0,0
LS:1,0.161-0.162,0.161,0.162,207,31953348,0,0
LS:1,0.162-0.163,0.162,0.163,193,31953348,0,0
LS:1,0.163-0.164,0.163,0.164,181,31953348,0,0
LS:1,0.164-0.165,0.164,0.165,194,31953348,0,0
LS:1,0.165-0.166,0.165,0.166,184,31953348,0,0
LS:1,0.166-0.167,0.166,0.167,188,31953348,0,0
LS:1,0.167-0.168,0.167,0.168,176,31953348,0,0
LS:1,0.168-0.169,0.168,0.169,183,31953348,0,0
LS:1,0.169-0.170,0.169,0.17,180,31953348,0,0
LS:1,0.170-0.171,0.17,0.171,172,31953348,0,0
LS:1,0.171-0.172,0.171,0.17200000000000001,180,31953348,0,0
LS:1,0.172-0.173,0.17200000000000001,0.17300000000000001,178,31953348,0,0
LS:1,0.173-0.174,0.17300000000000001,0.17400000000000002,164,31953348,0,0
LS:1,0.174-0.175,0.17400000000000002,0.17500000000000002,178,31953348,0,0
LS:1,0.175-0.176,0.17500000000000002,0.176,162,31953348,0,0
LS:1,0.176-0.177,0.176,0.177,162,31953348,0,0
LS:1,0.177-0.178,0.177,0.178,165,31953348,0,0
LS:1,0.178-0.179,0.178,0.179,149,31953348,0,0
LS:1,0.179-0.180,0.179,0.18,168,31953348,0,0
LS:1,0.180-0.181,0.18,0.181,150,31953348,0,0
LS:1,0.181-0.182,0.181,0.182,153,31953348,0,0
LS:1,0.182-0.183,0.182,0.183,167,31953348,0,0
LS:1,0.183-0.184,0.183,0.184,140,31953348,0,0
LS:1,0.184-0.185,0.184,0.185,155,31953348,0,0
LS:1,0.185-0.186,0.185,0.186,156,31953348,0,0
LS:1,0.186-0.187,0.186,0.187,142,31953348,0,0
LS:1,0.187-0.188,0.187,0.188,139,31953348,0,0
LS:1,0.188-0.189,0.188,0.189,153,31953348,0,0
LS:1,0.189-0.190,0.189,0.19,133,31953348,0,0
LS:1,0.190-0.191,0.19,0.191,150,31953348,0,0
LS:1,0.191-0.192,0.191,0.192,129,31953348,0,0
